央视频道,#genre#
博斯运动1,http://iptv.4666888.xyz/iptv.php?id=20263
博斯运动2,http://iptv.4666888.xyz/iptv.php?id=20264
博斯高球2,http://iptv.4666888.xyz/iptv.php?id=20265
博斯高球1,http://iptv.4666888.xyz/iptv.php?id=20266
博斯网球,http://iptv.4666888.xyz/iptv.php?id=20267
博斯无限,http://iptv.4666888.xyz/iptv.php?id=20268
WWE摔胶,http://iptv.4666888.xyz/iptv.php?id=20269
台湾霹靂,http://iptv.4666888.xyz/iptv.php?id=20270
动物星球,http://iptv.4666888.xyz/iptv.php?id=20277
MagellanTV頻道,http://iptv.4666888.xyz/iptv.php?id=20282
FGM_gold电影,http://iptv.4666888.xyz/iptv.php?id=20325
影迷數位紀實,http://iptv.4666888.xyz/iptv.php?id=20326
中視經典戲劇,http://iptv.4666888.xyz/iptv.php?id=20327
JET综合,http://iptv.4666888.xyz/iptv.php?id=30329








纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
amc电影,http://61.221.215.25:8800/hls/43/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
八大第一台,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8







电视剧轮播,#genre#




庆余年,http://82.156.237.221/huya.php?id=23740156
庆余年,http://82.156.237.221:35455/douyu/7812810
大染坊,http://82.156.237.221/huya.php?id=11602086
亮剑,http://82.156.237.221/huya.php?id=30080238
征服,http://82.156.237.221/huya.php?id=30311494
征服,http://82.156.237.221:35455/douyu/2726977
父母爱情,http://82.156.237.221/huya.php?id=11602071
铁齿铜牙纪晓岚,http://diyp.zxyxndc.top/huya/11342396
武林外传动画版,http://diyp.zxyxndc.top/huya/10980725
雪中悍刀行,http://diyp.zxyxndc.top/huya/11336592
雪豹,http://diyp.zxyxndc.top/huya/29580970


雪豹,http://82.156.237.221:35455/yy/1450496699
83射雕英雄传,http://82.156.237.221:35455/yy/1354210357
宰相刘罗锅,http://82.156.237.221:35455/yy/1382745191
鹿鼎记,http://82.156.237.221:35455/yy/1382704650
神雕侠侣,http://82.156.237.221:35455/yy/1351762426
倚天屠龙记,http://82.156.237.221:35455/yy/1414846486
天龙八部,http://82.156.237.221:35455/yy/1351814644
特种兵之火凤凰,http://82.156.237.221/huya.php?id=29982636
特种兵支利刃出鞘,http://82.156.237.221:35455/yy/1382773686
父母爱情,http://82.156.237.221:35455/yy/1382768483
狂飙,http://82.156.237.221:35455/yy/1382754187
鹊刀门,http://82.156.237.221:35455/yy/1355344777
金婚,http://82.156.237.221:35455/yy/1382736832
金婚,http://82.156.237.221:35455/yy/1382828768
上海滩,http://82.156.237.221:35455/yy/1382745184
亮剑,http://82.156.237.221:35455/yy/1356043643
宰相刘罗锅,http://82.156.237.221:35455/yy/1353892468
武林外传,http://82.156.237.221:35455/yy/21092633
少年包青天,http://82.156.237.221:35455/yy/1356043677
地下交通站,http://82.156.237.221:35455/yy/1382736795
父母爱情,http://82.156.237.221:35455/yy/1354926650
雍正王朝,http://82.156.237.221:35455/yy/1356043620
神医喜来乐,http://82.156.237.221:35455/yy/1382714119
天道,http://82.156.237.221:35455/yy/1382735574
黑冰,http://82.156.237.221:35455/yy/1354932427
炊事班的故事,http://82.156.237.221:35455/yy/1382736885
血色浪漫,http://82.156.237.221:35455/yy/1354926676
康熙王朝,http://82.156.237.221:35455/yy/1382736818
我爱我家,http://82.156.237.221:35455/yy/1382851580
编辑部的故事,http://82.156.237.221:35455/yy/1354936120
封神榜,http://82.156.237.221:35455/yy/1353426319
隋唐英雄传,http://82.156.237.221:35455/yy/1352475619
水浒传,http://82.156.237.221:35455/yy/1353873252
三国演义94版,http://82.156.237.221:35455/yy/1354936241
三国演义94版,http://82.156.237.221:35455/yy/1354930932
雪中悍刀行,http://82.156.237.221:35455/yy/1462996362
案发现场,http://82.156.237.221:35455/yy/22089862
勇敢的心,http://82.156.237.221/huya.php?id=11602037#http://82.156.237.221:35455/yy/1354744544

新白娘子传奇,http://82.156.237.221:35455/yy/1508902755
新白娘子传奇,http://82.156.237.221:35455/yy/1354930969
法证先锋,http://82.156.237.221:35455/yy/1354930939
寻秦记,http://82.156.237.221:35455/yy/1382749900
法证先锋,http://82.156.237.221:35455/yy/1382736802
刑事侦缉档案,http://82.156.237.221:35455/yy/1382851585
读心神探,http://82.156.237.221:35455/yy/1382851589
宫心计,http://82.156.237.221:35455/yy/1382828769
宫心计,http://82.156.237.221:35455/yy/1354932429
西游记张卫健版,http://82.156.237.221:35455/yy/1354936155
法证先锋,http://82.156.237.221:35455/yy/1354888736
法证先锋,http://82.156.237.221:35455/yy/1382851599
神雕侠侣,http://82.156.237.221:35455/yy/1354926637
施公奇案,http://82.156.237.221:35455/yy/1382749918
施公奇案2,http://82.156.237.221:35455/yy/1382736824
读心神探,http://82.156.237.221:35455/yy/1382736875
法证先锋,http://82.156.237.221:35455/yy/1382736870
法证先锋,http://82.156.237.221:35455/yy/1382851597
大时代,http://82.156.237.221:35455/yy/1354930891
心理追凶,http://82.156.237.221:35455/yy/1354936207
无罪推定,http://82.156.237.221:35455/yy/1354936203
易中天品三国,http://82.156.237.221:35455/yy/1354931498

周星驰,http://diyp.zxyxndc.top/huya/11342412
沈腾,http://82.156.237.221/huya.php?id=11601968#http://diyp.zxyxndc.top/huya/11601968


埋堆堆1,http://82.156.237.221/huya.php?id=23863796
埋堆堆2,http://82.156.237.221/huya.php?id=29465859
埋堆堆3,http://82.156.237.221/huya.php?id=29465851
埋堆堆4,http://82.156.237.221/huya.php?id=29465848
埋堆堆5,http://82.156.237.221/huya.php?id=29465854
埋堆堆6,http://82.156.237.221/huya.php?id=29465860
埋堆堆7,http://82.156.237.221/huya.php?id=29465855
埋堆堆8,http://82.156.237.221/huya.php?id=23734176
埋堆堆9,http://82.156.237.221/huya.php?id=29465858
埋堆堆10,http://82.156.237.221/huya.php?id=29465849




数字频道,#genre#



黑莓电影,http://[2409:8087:1a15:10d1::36]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
精品体育,http://[2409:8087:1a15:10d1::38]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
精品大剧,http://[2409:8087:1a15:10d1::39]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
中国功夫,http://[2409:8087:1a15:10d1::34]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
家庭剧场,http://[2409:8087:1a15:10d1::36]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
炫舞未来,http://[2409:8087:1a15:10d1::34]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
爱情喜剧,http://[2409:8087:1a15:10d1::36]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
睛彩广场舞,http://[2409:8087:1a15:10d1::37]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
睛彩竞技,http://[2409:8087:1a15:10d1::33]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
睛彩篮球,http://[2409:8087:1a15:10d1::33]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8






搜狐剧场,https://hdlvipws.qf.56.com/live/lc_11730.flv
家庭剧场,http://gdctyuncdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_877_720P_t10/c54_fast_877_720P_t10.m3u8?d
怀旧年代,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_883_720P_t10/c57_fast_883_720P_t10.m3u8?d
都市生活,http://bscloudcdnct.inter.ptqy.gitv.tv:80/tslive/c56_fast_878_720P_t10/c56_fast_878_720P_t10.m3u8?d
传奇剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_1052_720P_t10/c54_fast_1052_720P_t10.m3u8?d
警匪悬疑,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c58_fast_880_720P_t10/c58_fast_880_720P_t10.m3u8?d
古装剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c55_fast_879_720P_t10/c55_fast_879_720P_t10.m3u8?d
抗战剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c54_fast_884_720P_t10/c54_fast_884_720P_t10.m3u8?d
谍战剧场,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_882_720P_t10/c57_fast_882_720P_t10.m3u8?d
欢乐剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c56_fast_951_720P_t10/c56_fast_951_720P_t10.m3u8?d
经典老剧,http://gdctyuncdnct.inter.ptqy.gitv.tv:80/tslive/c55_fast_1051_720P_t10/c55_fast_1051_720P_t10.m3u8?d
乡村剧场,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c59_fast_1050_720P_t10/c59_fast_1050_720P_t10.m3u8?d
电影大片,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_738_720P_t10/c57_fast_738_720P_t10.m3u8?d
爆笑综艺,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_954_720P_t10/c57_fast_954_720P_t10.m3u8?d
智勇闯关,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1027_720P_t10/c60_fast_1027_720P_t10.m3u8?d
相声小品,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c59_fast_1044_720P_t10/c59_fast_1044_720P_t10.m3u8?d
中国通史,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1029_720P_t10/c60_fast_1029_720P_t10.m3u8?d
世界历史,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1026_720P_t10/c60_fast_1026_720P_t10.m3u8?d
传奇故事,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1037_720P_t10/c60_fast_1037_720P_t10.m3u8?d
经典传奇,http://gdctyuncdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1036_720P_t10/c60_fast_1036_720P_t10.m3u8?d
纪实档案,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1034_720P_t10/c60_fast_1034_720P_t10.m3u8?d
王者荣耀,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c59_fast_1047_720P_t10/c59_fast_1047_720P_t10.m3u8?d
蛋仔派对,http://lvbaiducdnct.inter.ptqy.gitv.tv:80/tslive/c60_fast_1048_720P_t10/c60_fast_1048_720P_t10.m3u8?d






央视IPV4,#genre#


CCTV1,http://139.215.98.88/PLTV/88888888/224/3221225620/10000100000000060000000014261464_0.smil/index.m3u8?fmt=ts2hls
CCTV2,http://139.215.98.88/PLTV/88888888/224/3221225799/10000100000000060000000014274939_0.smil/index.m3u8?fmt=ts2hls
CCTV3,http://139.215.98.88/PLTV/88888888/224/3221226127/10000100000000060000000015558809_0.smil/index.m3u8?fmt=ts2hls
CCTV4,http://139.215.98.88/PLTV/88888888/224/3221226245/10000100000000060000000016631556_0.smil/index.m3u8?fmt=ts2hls
CCTV5,http://139.215.98.88/PLTV/88888888/224/3221226129/10000100000000060000000015558810_0.smil/index.m3u8?fmt=ts2hls
CCTV5+,http://139.215.98.88/PLTV/88888888/224/3221225720/10000100000000060000000014868371_0.smil/index.m3u8?fmt=ts2hls
CCTV6,http://139.215.98.88/PLTV/88888888/224/3221226131/10000100000000060000000015558811_0.smil/index.m3u8?fmt=ts2hls
CCTV7,http://139.215.98.88/PLTV/88888888/224/3221226239/10000100000000060000000016498531_0.smil/index.m3u8?fmt=ts2hls
CCTV8,http://139.215.98.88/PLTV/88888888/224/3221226133/10000100000000060000000015558812_0.smil/index.m3u8?fmt=ts2hls
CCTV9,http://139.215.98.88/PLTV/88888888/224/3221225803/10000100000000060000000014274943_0.smil/index.m3u8?fmt=ts2hls
CCTV10,http://139.215.98.88/PLTV/88888888/224/3221225805/10000100000000060000000014274956_0.smil/index.m3u8?fmt=ts2hls
CCTV11,http://139.215.98.88/PLTV/88888888/224/3221225904/10000100000000060000000016631568_0.smil/index.m3u8?fmt=ts2hls
CCTV12,http://139.215.98.88/PLTV/88888888/224/3221225807/10000100000000060000000014274957_0.smil/index.m3u8?fmt=ts2hls
CCTV13,http://139.215.98.88/PLTV/88888888/224/3221226247/10000100000000060000000016631575_0.smil/index.m3u8?fmt=ts2hls
CCTV14,http://139.215.98.88/PLTV/88888888/224/3221225809/10000100000000060000000014274958_0.smil/index.m3u8?fmt=ts2hls
CCTV15,http://139.215.98.88/PLTV/88888888/224/3221225854/10000100000000060000000015317262_0.smil/index.m3u8?fmt=ts2hls
CCTV16,http://139.215.98.88/PLTV/88888888/224/3221226241/10000100000000060000000016498536_0.smil/index.m3u8?fmt=ts2hls
CCTV17,http://139.215.98.88/PLTV/88888888/224/3221225902/10000100000000060000000016498622_0.smil/index.m3u8?fmt=ts2hls





CHC动作电影,http://139.215.98.88/PLTV/88888888/224/3221226201/10000100000000060000000015648520_0.smil/index.m3u8?fmt=ts2hls
CHC家庭影院,http://139.215.98.88/PLTV/88888888/224/3221225864/10000100000000060000000015648524_0.smil/index.m3u8?fmt=ts2hls
CHC高清电影,http://139.215.98.88/PLTV/88888888/224/3221225866/10000100000000060000000015648523_0.smil/index.m3u8?fmt=ts2hls
CCTV第一剧场,http://139.215.98.88/PLTV/88888888/224/3221225779/10000100000000060000000014254031_0.smil/index.m3u8?fmt=ts2hls
CCTV风云剧场,http://139.215.98.88/PLTV/88888888/224/3221225829/10000100000000060000000014313392_0.smil/index.m3u8?fmt=ts2hls
CCTV怀旧剧场,http://139.215.98.88/PLTV/88888888/224/3221225757/10000100000000060000000014254008_0.smil/index.m3u8?fmt=ts2hls
CCTV世界地理,http://139.215.98.88/PLTV/88888888/224/3221225783/10000100000000060000000014254033_0.smil/index.m3u8?fmt=ts2hls
CCTV风云音乐,http://139.215.98.88/PLTV/88888888/224/3221225751/10000100000000060000000014254005_0.smil/index.m3u8?fmt=ts2hls
CCTV兵器科技,http://139.215.98.88/PLTV/88888888/224/3221225769/10000100000000060000000014254019_0.smil/index.m3u8?fmt=ts2hls
CCTV风云足球,http://139.215.98.88/PLTV/88888888/224/3221225747/10000100000000060000000014253997_0.smil/index.m3u8?fmt=ts2hls
CCTV高尔夫网球,http://139.215.98.88/PLTV/88888888/224/3221226213/10000100000000060000000015869929_0.smil/index.m3u8?fmt=ts2hls
CCTV女性时尚,http://139.215.98.88/PLTV/88888888/224/3221225745/10000100000000060000000014253993_0.smil/index.m3u8?fmt=ts2hls
CCTV文化精品,http://139.215.98.88/PLTV/88888888/224/3221225767/10000100000000060000000014254016_0.smil/index.m3u8?fmt=ts2hls
CCTV央视台球,http://139.215.98.88/PLTV/88888888/224/3221225743/10000100000000060000000014253990_0.smil/index.m3u8?fmt=ts2hls
CCTV卫生健康,http://139.215.98.88/PLTV/88888888/224/3221225872/10000100000000060000000015869926_0.smil/index.m3u8?fmt=ts2hls
CCTV电视指南,http://139.215.98.88/PLTV/88888888/224/3221225831/10000100000000060000000014313398_0.smil/index.m3u8?fmt=ts2hls





吉林都市,http://139.215.98.88/PLTV/88888888/224/3221225795/10000100000000060000000014254371_0.smil/index.m3u8?fmt=ts2hls
吉林生活,http://139.215.98.88/PLTV/88888888/224/3221226013/10000100000000060000000015242249_0.smil/index.m3u8?fmt=ts2hls
吉林影视,http://139.215.98.88/PLTV/88888888/224/3221225852/10000100000000060000000015242246_0.smil/index.m3u8?fmt=ts2hls
吉林乡村,http://139.215.98.88/PLTV/88888888/224/3221226015/10000100000000060000000015242250_0.smil/index.m3u8?fmt=ts2hls
吉林公共,http://139.215.98.88/PLTV/88888888/224/3221226027/10000100000000060000000015242270_0.smil/index.m3u8?fmt=ts2hls
吉林综艺,http://139.215.98.88/PLTV/88888888/224/3221226029/10000100000000060000000015242271_0.smil/index.m3u8?fmt=ts2hls
东北戏曲,http://139.215.98.88/PLTV/88888888/224/3221226033/10000100000000060000000015242273_0.smil/index.m3u8?fmt=ts2hls
长影频道,http://139.215.98.88/PLTV/88888888/224/3221225848/10000100000000060000000015213098_0.smil/index.m3u8?fmt=ts2hls





吉林卫视,http://139.215.98.88/PLTV/88888888/224/3221225835/10000100000000060000000014698360_0.smil/index.m3u8?fmt=ts2hls
辽宁卫视,http://139.215.98.88/PLTV/88888888/224/3221226055/10000100000000060000000015417309_0.smil/index.m3u8?fmt=ts2hls
湖南卫视,http://139.215.98.88/PLTV/88888888/224/3221225813/10000100000000060000000014274977_0.smil/index.m3u8?fmt=ts2hls
浙江卫视,http://139.215.98.88/PLTV/88888888/224/3221226069/10000100000000060000000015417300_0.smil/index.m3u8?fmt=ts2hls
江苏卫视,http://139.215.98.88/PLTV/88888888/224/3221225873/10000100000000060000000014817978_0.smil/index.m3u8?fmt=ts2hls
北京卫视,http://139.215.98.88/PLTV/88888888/224/3221225811/10000100000000060000000014274961_0.smil/index.m3u8?fmt=ts2hls
东方卫视,http://139.215.98.88/PLTV/88888888/224/3221225786/10000100000000060000000014995744_0.smil/index.m3u8?fmt=ts2hls
安徽卫视,http://139.215.98.88/PLTV/88888888/224/3221226057/10000100000000060000000015417308_0.smil/index.m3u8?fmt=ts2hls
广东卫视,http://139.215.98.88/PLTV/88888888/224/3221225815/10000100000000060000000014274978_0.smil/index.m3u8?fmt=ts2hls
深圳卫视,http://139.215.98.88/PLTV/88888888/224/3221225819/10000100000000060000000014274983_0.smil/index.m3u8?fmt=ts2hls
海南卫视,http://139.215.98.88/PLTV/88888888/224/3221225568/10000100000000060000000000029657_0.smil/index.m3u8?fmt=ts2hls
山东卫视,http://139.215.98.88/PLTV/88888888/224/3221225821/10000100000000060000000014274984_0.smil/index.m3u8?fmt=ts2hls
天津卫视,http://139.215.98.88/PLTV/88888888/224/3221225624/10000100000000060000000014261467_0.smil/index.m3u8?fmt=ts2hls
重庆卫视,http://139.215.98.88/PLTV/88888888/224/3221226059/10000100000000060000000015417306_0.smil/index.m3u8?fmt=ts2hls
东南卫视,http://139.215.98.88/PLTV/88888888/224/3221225788/10000100000000060000000014995757_0.smil/index.m3u8?fmt=ts2hls
甘肃卫视,http://139.215.98.88/PLTV/88888888/224/3221226031/10000100000000060000000015242272_0.smil/index.m3u8?fmt=ts2hls
广西卫视,http://139.215.98.88/PLTV/88888888/224/3221226041/10000100000000060000000015242277_0.smil/index.m3u8?fmt=ts2hls
贵州卫视,http://139.215.98.88/PLTV/88888888/224/3221226061/10000100000000060000000015417305_0.smil/index.m3u8?fmt=ts2hls
河北卫视,http://139.215.98.88/PLTV/88888888/224/3221226067/10000100000000060000000015417301_0.smil/index.m3u8?fmt=ts2hls
黑龙江卫视,http://139.215.98.88/PLTV/88888888/224/3221225817/10000100000000060000000014274982_0.smil/index.m3u8?fmt=ts2hls
河南卫视,http://139.215.98.88/PLTV/88888888/224/3221226065/10000100000000060000000015417303_0.smil/index.m3u8?fmt=ts2hls
湖北卫视,http://139.215.98.88/PLTV/88888888/224/3221225823/10000100000000060000000014274985_0.smil/index.m3u8?fmt=ts2hls
江西卫视,http://139.215.98.88/PLTV/88888888/224/3221226063/10000100000000060000000015417304_0.smil/index.m3u8?fmt=ts2hls
内蒙古卫视,http://139.215.98.88/PLTV/88888888/224/3221225540/10000100000000060000000000029592_0.smil/index.m3u8?fmt=ts2hls
宁夏卫视,http://139.215.98.88/PLTV/88888888/224/3221225739/10000100000000060000000014251669_0.smil/index.m3u8?fmt=ts2hls
山西卫视,http://139.215.98.88/PLTV/88888888/224/3221225540/10000100000000060000000000029592_0.smil/index.m3u8?fmt=ts2hls
陕西卫视,http://139.215.98.88/PLTV/88888888/224/3221225530/10000100000000060000000000029587_0.smil/index.m3u8?fmt=ts2hls
四川卫视,http://139.215.98.88/PLTV/88888888/224/3221226073/10000100000000060000000015417297_0.smil/index.m3u8?fmt=ts2hls
新疆卫视,http://139.215.98.88/PLTV/88888888/224/3221225504/10000100000000060000000000029555_0.smil/index.m3u8?fmt=ts2hls
云南卫视,http://139.215.98.88/PLTV/88888888/224/3221225765/10000100000000060000000014254015_0.smil/index.m3u8?fmt=ts2hls
青海卫视,http://139.215.98.88/PLTV/88888888/224/3221225528/10000100000000060000000000029586_0.smil/index.m3u8?fmt=ts2hls
兵团卫视,http://139.215.98.88/PLTV/88888888/224/3221225546/10000100000000060000000000029595_0.smil/index.m3u8?fmt=ts2hls
延边卫视,http://139.215.98.88/PLTV/88888888/224/3221225698/10000100000000060000000014819811_0.smil/index.m3u8?fmt=ts2hls
西藏卫视,http://139.215.98.88/PLTV/88888888/224/3221225544/10000100000000060000000000029594_0.smil/index.m3u8?fmt=ts2hls
三沙卫视,http://139.215.98.88/PLTV/88888888/224/3221225870/10000100000000060000000015811900_0.smil/index.m3u8?fmt=ts2hls






长春综合,http://p2bj.vzan.com/slowlive/763922717250086092/live.m3u8
长春综合,http://r2bj.vzan.com/v/slowlive_763922717250086092.m3u8
长春综合,http://r2bj.vzan.com/v/slowlive_763922717250086092.flv
     

长春文旅体育,http://p2bj.vzan.com/slowlive/077592635708642635/live.m3u8
长春文旅体育,http://r2bj.vzan.com/v/slowlive_077592635708642635.m3u8
长春文旅体育,http://r2bj.vzan.com/v/slowlive_077592635708642635.flv
        

长春市民生活,http://p2bj.vzan.com/slowlive/317775187203351257/live.m3u8
长春市民生活,http://r2bj.vzan.com/v/slowlive_317775187203351257.m3u8
长春市民生活,http://r2bj.vzan.com/v/slowlive_317775187203351257.flv
        

长春经济,http://p2bj.vzan.com/slowlive/349780930188572439/live.m3u8
长春经济,http://r2bj.vzan.com/v/slowlive_349780930188572439.m3u8
长春经济,http://r2bj.vzan.com/v/slowlive_349780930188572439.flv
         

长春汽车,http://p2bj.vzan.com/slowlive/978419341085239014/live.m3u8
长春汽车,http://r2bj.vzan.com/v/slowlive_978419341085239014.m3u8
长春汽车,http://r2bj.vzan.com/v/slowlive_978419341085239014.flv





吉林移动,#genre#


CCTV1,http://36.135.118.195:85/tsfile/live/0001_1.m3u8?key=txiptv
CCTV2,http://36.135.118.195:85/tsfile/live/0002_1.m3u8?key=txiptv
CCTV3,http://36.135.118.195:85/tsfile/live/0003_1.m3u8?key=txiptv
CCTV4,http://36.135.118.195:85/tsfile/live/0004_1.m3u8?key=txiptv
CCTV5,http://36.135.118.195:85/tsfile/live/0005_1.m3u8?key=txiptv
CCTV6,http://36.135.118.195:85/tsfile/live/0006_1.m3u8?key=txiptv
CCTV7,http://36.135.118.195:85/tsfile/live/0007_1.m3u8?key=txiptv
CCTV8,http://36.135.118.195:85/tsfile/live/0008_1.m3u8?key=txiptv
CCTV9,http://36.135.118.195:85/tsfile/live/0009_1.m3u8?key=txiptv
CCTV10,http://36.135.118.195:85/tsfile/live/0010_1.m3u8?key=txiptv
CCTV11,http://36.135.118.195:85/tsfile/live/0011_1.m3u8?key=txiptv
CCTV12,http://36.135.118.195:85/tsfile/live/0012_1.m3u8?key=txiptv
CCTV13,http://36.135.118.195:85/tsfile/live/0013_1.m3u8?key=txiptv
CCTV14,http://36.135.118.195:85/tsfile/live/0014_1.m3u8?key=txiptv
CCTV15,http://36.135.118.195:85/tsfile/live/0015_1.m3u8?key=txiptv
CCTV16,http://36.135.118.195:85/tsfile/live/0016_2.m3u8?key=txiptv
CCTV17,http://36.135.118.195:85/tsfile/live/0017_1.m3u8?key=txiptv
湖南卫视,http://36.135.118.195:85/tsfile/live/0128_1.m3u8?key=txiptv
江苏卫视,http://36.135.118.195:85/tsfile/live/0127_1.m3u8?key=txiptv
浙江卫视,http://36.135.118.195:85/tsfile/live/0124_1.m3u8?key=txiptv
北京卫视,http://36.135.118.195:85/tsfile/live/0122_1.m3u8?key=txiptv
东方卫视,http://36.135.118.195:85/tsfile/live/0107_1.m3u8?key=txiptv
深圳卫视,http://36.135.118.195:85/tsfile/live/0126_1.m3u8?key=txiptv
山西卫视,http://36.135.118.195:85/tsfile/live/0118_1.m3u8?key=txiptv
内蒙古卫视,http://36.135.118.195:85/tsfile/live/0109_1.m3u8?key=txiptv
辽宁卫视,http://36.135.118.195:85/tsfile/live/0121_1.m3u8?key=txiptv
天津卫视,http://36.135.118.195:85/tsfile/live/0135_1.m3u8?key=txiptv
安徽卫视,http://36.135.118.195:85/tsfile/live/0130_1.m3u8?key=txiptv
广东卫视,http://36.135.118.195:85/tsfile/live/0125_1.m3u8?key=txiptv
山东卫视,http://36.135.118.195:85/tsfile/live/0131_1.m3u8?key=txiptv
贵州卫视,http://36.135.118.195:85/tsfile/live/0120_1.m3u8?key=txiptv
黑龙江卫视,http://36.135.118.195:85/tsfile/live/0143_1.m3u8?key=txiptv
河北卫视,http://36.135.118.195:85/tsfile/live/0117_1.m3u8?key=txiptv
东南卫视,http://36.135.118.195:85/tsfile/live/0137_1.m3u8?key=txiptv
湖北卫视,http://36.135.118.195:85/tsfile/live/0132_1.m3u8?key=txiptv
重庆卫视,http://36.135.118.195:85/tsfile/live/0142_1.m3u8?key=txiptv
云南卫视,http://36.135.118.195:85/tsfile/live/0119_1.m3u8?key=txiptv
海南卫视,http://36.135.118.195:85/tsfile/live/1014_1.m3u8?key=txiptv
陕西卫视,http://36.135.118.195:85/tsfile/live/0136_1.m3u8?key=txiptv
青海卫视,http://36.135.118.195:85/tsfile/live/0140_1.m3u8?key=txiptv
兵团卫视,http://36.135.118.195:85/tsfile/live/0115_1.m3u8?key=txiptv
甘肃卫视,http://36.135.118.195:85/tsfile/live/0141_1.m3u8?key=txiptv
新疆卫视,http://36.135.118.195:85/tsfile/live/0110_1.m3u8?key=txiptv
河南卫视,http://36.135.118.195:85/tsfile/live/0139_1.m3u8?key=txiptv
金鹰卡通,http://36.135.118.195:85/tsfile/live/1016_1.m3u8?key=txiptv
宁夏卫视,http://36.135.118.195:85/tsfile/live/0112_1.m3u8?key=txiptv
广东佳嘉卡通,http://36.135.118.195:85/tsfile/live/0150_1.m3u8?key=txiptv
江西卫视,http://36.135.118.195:85/tsfile/live/1017_1.m3u8?key=txiptv
广西卫视,http://36.135.118.195:85/tsfile/live/0113_1.m3u8?key=txiptv
西藏卫视,http://36.135.118.195:85/tsfile/live/0111_1.m3u8?key=txiptv
四川卫视,http://36.135.118.195:85/tsfile/live/0123_1.m3u8?key=txiptv
三沙卫视,http://36.135.118.195:85/tsfile/live/1018_1.m3u8?key=txiptv
CCTV第一剧场,http://36.135.118.195:85/tsfile/live/1023_1.m3u8?key=txiptv
乐游,http://36.135.118.195:85/tsfile/live/1024_1.m3u8?key=txiptv
风云剧场,http://36.135.118.195:85/tsfile/live/1025_1.m3u8?key=txiptv
都市剧场,http://36.135.118.195:85/tsfile/live/1026_1.m3u8?key=txiptv
兵器科技,http://36.135.118.195:85/tsfile/live/1027_1.m3u8?key=txiptv
环球奇观,http://36.135.118.195:85/tsfile/live/1028_1.m3u8?key=txiptv
CCTV5+,http://36.135.118.195:85/tsfile/live/0016_1.m3u8?key=txiptv
吉林卫视,http://36.135.118.195:85/tsfile/live/0018_1.m3u8?key=txiptv
吉林都市,http://36.135.118.195:85/tsfile/live/0019_1.m3u8?key=txiptv
吉视生活,http://36.135.118.195:85/tsfile/live/1000_1.m3u8?key=txiptv
吉林影视,http://36.135.118.195:85/tsfile/live/1001_1.m3u8?key=txiptv
